"entrezgene","length"
17907,755
17909,8898
17910,13048
17912,8680
17913,6043
17916,5177
17918,12949
17919,11539
17920,7964
17921,7966
17922,6591
17925,10828
17926,2080
17927,1854
17928,1480
17929,7209
17930,8355
17931,3403
17932,7295
17933,11263
17936,5088
17937,2575
17938,7034
17939,2244
17940,7002
17948,4889
17951,8511
17952,6845
17954,2606
17955,2375
17957,5142
17960,1346
17961,1499
17962,1395
17965,1762
17966,5185
17967,10414
17968,6164
17969,5210
17970,3229
17972,1546
17973,1816
17974,4041
17975,8257
17977,8561
17978,18166
17979,7748
17984,1651
17986,1928
17988,5978
17991,529
17992,492
17993,1534
17995,1572
17996,22551
17997,4054
17999,8064
18000,3369
18002,602
18003,4712
18004,7504
18005,4572
18007,9488
18008,11422
18010,3850
18011,8026
18012,2494
18013,3137
18014,1665
18015,15699
18016,5321
18018,7952
18019,11326
18020,3388
18021,6745
18022,1668
18023,6504
18024,3790
18025,2827
18027,11527
18028,15209
18029,6304
18030,2180
18032,4039
18033,4957
18034,4916
18035,1579
18036,2107
18037,2421
18038,1470
18039,2001
18040,3230
18041,3799
18044,3944
18045,5870
18046,2079
18048,839
18049,1187
18050,888
18053,3401
18054,1161
18071,2487
18072,4267
18073,7065
18074,5497
18080,12873
18081,1132
18082,2145
18087,11096
18088,2760
18089,2112
18091,1524
18092,1040
18094,1256
18095,3137
18096,1795
18099,5555
18100,1055
18101,1257
18102,1235
18103,953
18104,1552
18105,4045
18106,4878
18107,1838
18108,4219
18109,3603
18111,1682
18113,1309
18114,2008
18115,8837
18117,5339
18119,2094
18120,1722
18121,1922
18124,2755
18125,5166
18126,3990
18127,4123
18128,10398
18129,10966
18130,14415
18131,7943
18132,7551
18133,2365
18139,10000
18140,3838
18141,4877
18142,2091
18143,4180
18145,9128
18146,2078
18148,1659
18150,860
18155,2321
18158,1000
18159,1043
18160,4065
18162,7470
18163,6360
18164,5284
18166,3230
18167,3361
18168,4498
18169,2567
18171,2679
18173,2304
18174,5941
18175,5606
18176,5584
18181,9143
18183,7122
18185,2595
18186,11118
18187,9935
18188,1023
18189,21206
18190,15194
18191,19079
18193,17476
18194,2218
18195,8986
18196,2140
18197,3888
18198,4001
18201,5708
18203,1148
18205,1659
18207,1080
18208,5738
18209,6571
18211,2588
18212,10531
18213,6652
18214,8697
18216,5297
18217,2048
18218,2568
18220,5172
18221,1347
18222,2264
18223,3608
18226,2434
18227,4432
18230,3212
18231,3937
18232,2579
18241,2088
18242,2155
18245,4139
18247,2001
18249,757
18256,1974
18260,3362
18261,728
18263,2547
18285,1105
18286,8889
18291,1893
18292,1373
18293,7031
18294,2238
18295,2795
18300,1251
18301,4103
18302,2716
18307,936
18310,933
18312,939
18313,1050
18314,948
18315,1167
18316,930
18317,1250
18321,978
18322,942
18323,1068
18324,931
18328,942
18329,1066
18330,954
18331,927
18332,957
18341,954
18343,1071
18344,936
18345,957
18346,966
18347,906
18348,1030
18349,939
18350,939
18351,924
18352,960
18354,942
18356,3550
18357,1080
18358,1185
18359,1328
18361,936
18362,936
18363,948
18365,1106
18366,1662
18367,936
18368,1242
18369,948
18370,1357
18372,933
18373,939
18377,2226
18378,2089
18379,1590
18383,2818
18386,4021
18387,4136
18389,6179
18390,7865
18391,1591
18392,3255
18393,3414
18399,4026
18400,1627
18405,768
18406,774
18407,1023
18408,3455
18412,2082
18413,1907
18414,6617
18415,5295
18416,2265
18417,1872
18419,10447
18420,1182
18422,12802
18423,5645
18424,2400
18426,2900
18429,471
18430,4568
18431,3120
18432,4765
18436,2722
18438,5888
18439,6503
18440,4623
18441,5695
18442,3407
18451,4114
18452,5506
18453,2538
18457,3578
18458,4882
18459,2586
18472,15269
18475,5605
18476,1148
18477,1417
18478,2143
18479,3972
18481,8988
18483,4865
18484,6715
18488,5183
18489,759
18491,11114
18503,4095
18504,1420
18505,8003
18506,1513
18507,1208
18508,3404
18509,4275
18510,2527
18511,2574
18514,15110
18515,2801
18516,5179
18518,6011
18519,4708
18521,3421
18526,15283
18530,6525
18534,4739
18536,12299
18537,3178
18538,1260
18541,10266
18542,1539
18545,3413
18546,641
18548,3169
18549,8035
18550,4399
18551,3535
18552,11488
18553,4298
18554,4358
18555,3698
18557,3046
18559,1971
18563,4272
18566,1930
18567,1120
18569,2811
18570,2501
18571,6216
18572,7210
18573,5230
18574,3005
18575,13972
18576,5286
18577,9060
18578,9033
18582,1274
18583,3638
18584,2683
18585,2446
18587,2983
18588,921
18590,1084
18591,3966
18595,9320
18596,5834
18597,2761
18598,2352
18599,3756
18600,4975
18601,3624
18602,3089
18604,2263
18605,3753
18606,5379
18607,10546
18609,1287
18610,961
18611,2477
18612,4856
18613,3494
18616,6687
18618,980
18619,1734
18624,1885
18626,5959
18627,6358
18628,10775
18630,4664
18631,879
18632,4358
18633,1608
18634,1894
18636,1524
18637,622
18639,1721
18640,12700
18641,3717
18642,3144
18643,870
18645,2128
18646,2736
18647,13388
18648,1832
18654,1569
18655,1801
18663,1592
18667,8852
18669,4818
18670,4291
18671,5227
18673,1799
18674,5444
18675,6265
18676,5382
18679,6360
18682,2360
18685,3842
18689,1380
18693,2224
18700,5056
18701,980
18703,3849
18704,10452
18705,9497
18706,8917
18707,6576
18708,10071
18709,3255
18710,5004
18711,16238
18712,1928
18715,2041
18716,571
18717,4463
18718,3471
18719,2526
18720,4286
18722,3532
18724,4007
18725,7237
18726,2845
18729,1946
18733,3920
18736,2857
18738,3815
18739,4728
18740,2448
18741,3831
18742,1378
18744,7219
18746,3435
18747,2505
18749,5081
18750,8369
18751,9422
18752,2687
18753,4722
18754,6821
18755,3397
18759,4465
18760,3777
18761,5681
18762,6491
18763,14232
18764,5212
18766,7058
18767,3682
18768,6364
18769,1461
18770,2976
18771,4712
18772,5182
18775,1029
18776,936
18777,4305
18778,701
18779,7386
18780,793
18781,1618
18782,2340
18783,2846
18784,2391
18786,8709
18787,4150
18788,2308
18789,6445
18791,6092
18792,2399
18793,1770
18795,10621
18796,6425
18797,5425
18798,4487
18799,2868
18802,3822
18803,6995
18805,5627
18806,6155
18807,2248
18810,17558
18811,790
18812,857
18813,2432
18814,1167
18815,3849
18816,2192
18817,2359
18821,2480
18822,6438
18823,2700
18824,870
18826,4566
18828,1895
18830,1806
18843,1104
18844,9027
18845,11328
18846,7492
18854,9209
18857,1668
18858,1801
18861,9536
18933,9991
18935,3660
18938,919
18946,1619
18947,1568
18948,888
18949,5890
18950,2941
18951,2260
18952,2817
18968,9129
18969,7034
18970,1227
18971,3730
18972,1610
18973,10043
18974,1955
18975,4755
18976,1273
18979,1513
18983,3852
18984,2781
18985,2566
18986,5185
18987,4634
18988,2522
18991,3010
18992,1338
18993,3064
18994,1086
18996,3797
18997,3212
18998,1146
18999,1993
19009,5939
19011,3183
19012,1536
19013,7528
19014,7889
19015,4257
19016,2497
19017,6569
19018,760
19023,2583
19024,11488
19025,3674
19027,4761
19035,960
19038,1286
19039,2168
19041,7071
19042,3513
19043,5344
19044,1821
19045,1363
19046,9288
19047,2730
19049,2346
19051,1738
19052,1930
19053,1836
19054,4487
19055,2371
19056,4793
19057,1975
19058,3733
19059,2985
19060,2069
19062,4520
19063,3231
19064,594
19065,1903
19069,4243
19070,3714
19072,2719
19073,938
19074,838
19075,1702
19076,3615
19079,2051
19082,1639
19084,3440
19085,2958
19087,4040
19088,3744
19089,2229
19090,13542
19091,5703
19092,5086
19094,2442
19099,3692
19106,4326
19108,4985
19109,1064
19110,852
19111,868
19112,1038
19113,1135
19114,1277
19116,13889
19118,400
19119,612
19120,407
19122,3727
19123,1797
19124,2725
19125,2684
19126,5553
19127,1000
19128,3270
19130,4372
19131,786
19132,2533
19133,3216
19134,7243
19139,1975
19141,2059
19142,2607
19143,4017
19144,1671
19146,3866
19152,1168
19153,9762
19155,5114
19156,2977
19157,3368
191578,4125
19158,3789
19159,4287
19164,4290
19165,3537
19166,946
19167,1527
19170,1036
19171,1270
19172,949
19173,917
19175,1036
19177,3289
19179,1536
19181,1782
19182,1635
19183,1151
19184,1277
19185,3448
19186,977
19188,977
19192,2694
19193,1774
19194,961
19197,474
19200,1851
19201,6449
19202,865
19204,1820
19205,3133
19206,7363
19207,3692
19208,1283
19210,3559
19211,13444
192113,3951
192119,14916
19212,3776
192120,3243
19213,1508
192136,4329
19214,3187
192140,3216
19215,805
192156,1864
192157,7015
192159,7662
19216,5472
192160,3837
192161,5344
192163,5233
192164,5257
192166,3203
192167,8242
192169,1855
19217,3768
192170,1463
192173,1453
192174,3058
192176,8493
19218,4738
192185,3635
192187,9852
192188,10868
19219,2966
192190,13786
192191,3013
192192,3144
192193,6151
192194,4702
192195,11295
192196,11416
192197,5518
192198,3622
192199,1834
19220,5366
192200,725
192201,740
19221,5786
192212,4297
192216,4082
19222,3872
19223,1751
192231,3400
192232,5169
192236,4522
19224,2864
19225,4145
19226,717
19227,1512
19228,2841
192285,7248
192287,6136
192289,2255
19229,4790
192292,3624
19230,2973
19231,1192
19240,1104
19241,670
19242,2021
19243,4728
19244,4400
19245,4670
19246,4337
19247,7025
19248,3166
19249,14266
19250,15304
19252,1942
19253,1896
19255,8880
19256,3413
19258,4706
19259,5009
19260,3075
19261,4372
19262,3609
19263,13468
19264,7181
19265,846
192650,699
192651,4739
192652,7135
192653,764
192654,3176
192656,2025
192657,5694
192658,1719
19266,10907
192662,2990
192663,4798
19267,6781
192678,3424
19268,7648
19270,11109
19271,8373
19272,9497
19273,6731
192734,4601
19274,9019
19275,4907
19276,9157
19277,8192
192775,3044
192786,17135
19279,4392
19280,8639
19281,6885
19283,14546
19285,4949
192852,902
19286,1036
19288,1922
19289,3283
192897,8796
19290,1601
19291,1136
19293,1105
19294,3442
192950,4893
19296,5289
192970,1421
192976,2051
19298,3131
192986,2400
19299,3399
19300,3189
193003,3014
19301,1019
19302,3843
19303,6926
193034,2779
193043,1824
19305,3243
193053,939
19309,2844
193116,3732
19317,14804
193217,3455
19324,3332
19325,3513
19326,6186
19328,2010
193286,1023
19329,1950
19330,2257
19331,1321
19332,722
193322,3920
19334,1909
19335,7415
19336,1865
19337,973
19338,3472
193385,8462
19339,2211
19340,4106
19341,1412
19342,1808
19344,4524
19345,1721
193452,2830
19346,3320
19347,6923
19348,3933
19349,1174
19352,2478
19353,2326
19354,3036
19355,5595
19356,3162
19357,3605
19358,5312
19359,3933
19360,6042
19361,4234
19362,3410
19363,2837
19364,7279
19365,2627
19366,6125
19367,2350
193670,2867
19368,1545
19370,1261
19373,6667
193736,1835
19374,3393
193740,2798
193742,1945
19376,2019
19377,14567
19378,2264
193796,6208
193813,2275
19383,2521
193838,6457
19384,2426
19385,852
19386,10108
19387,4344
19395,3396
19400,1620
19401,4339
19411,3210
194126,2812
19414,4407
19415,3645
19416,1607
19417,7409
19418,8389
19419,5628
194219,2290
194225,1833
194227,1838
194231,2467
194237,4064
194268,4145
19428,1009
194292,469
194309,1544
19434,1669
194352,2600
194357,1860
194388,11085
194401,12381
194433,924
194588,1264
194590,7859
194597,2657
194655,3982
194735,1194
194738,805
194744,1917
194854,1663
194856,977
194908,2209
194952,4492
194974,1301
195018,12948
195040,1343
195046,5911
195208,8040
195236,6666
195333,725
195349,1752
195359,2311
195434,3981
195522,2588
195531,3768
195555,1487
195564,3843
195646,3419
195727,5893
195733,3530
19645,4625
19646,4407
19647,7807
19649,6179
19650,6049
19651,5406
19652,3840
19653,6154
19654,11107
19655,5989
19656,3274
19657,3913
19659,2627
19660,672
19661,5276
19662,1297
19663,2773
19664,9461
19668,2902
19671,1771
19672,3063
19674,1062
19679,8535
19682,2443
19683,3208
19684,8076
19687,6787
19691,6175
19692,769
19693,692
19694,837
19695,774
19696,2584
19697,2709
19698,3626
19699,20318
19700,4782
19702,1534
19703,2854
19704,4701
19707,2618
19708,5812
19711,710
19712,4484
19713,9752
19714,12732
19715,8054
19716,866
19718,1518
19719,2190
19720,2338
19724,6874
19725,7184
19726,11096
19727,3748
19729,1022
19730,4149
19731,3887
19732,2940
19733,1574
19734,2335
19735,3009
19736,2941
19737,1809
19739,13130
19743,2316
19744,1521
19746,1745
19752,970
19762,1802
19763,2034
19765,4339
19766,6242
19769,3257
19771,2232
19773,697
19775,9595
19777,3568
19782,275
19783,19946
19784,699
19785,594
19799,1740
19819,1538
19820,7628
19821,3212
19822,3793
19823,1132
19824,2245
19826,1922
19845,1172
19870,68
19871,71
19876,12596
19877,6273
19878,11852
19879,3590
19881,1526
19882,6427
19883,2514
19885,3595
19886,7401
19888,9747
19889,4551
19891,2191
19892,1843
19893,7206
19894,4376
19895,5298
19896,1386
19899,2602
19921,805
19933,2228
19934,2040
19935,582
19941,543
19942,734
19943,496
19944,752
19946,722
19951,504
19981,588
19982,489
19988,1250
19989,934
20005,725
20014,2716
20016,1305
20017,3998
20018,1486
20019,9189
20020,5913
20021,1578
20022,586
20024,3321
20028,4497
20042,2215
20044,597
20054,522
20055,615
20068,724
20084,779
20085,1558
20088,7304
20090,390
20091,943
20102,902
20103,740
20104,1394
20111,3849
20112,6810
20115,961
20116,740
20128,6307
20129,4146
20130,946
20132,1520
20133,3997
20135,2180
20147,5840
20148,2197
20163,5043
20166,4017
20167,4904
20168,10476
20170,2696
20174,2387
20181,5267
20182,2780
20183,2363
20184,5323
20185,13064
20186,3489
20187,3393
20190,19509
20191,19796
20192,17235
20193,615
20194,650
20195,504
20196,684
20197,712
20198,499
20199,432
20200,719
20201,392
20202,653
20203,1661
20204,1129
20208,702
20209,610
20210,601
20211,2033
20215,7002
20216,3770
20218,4786
20219,984
20220,3458
20222,1674
20224,2602
20226,3436
20227,5091
20229,1679
20230,9944
20231,1903
20234,839
20238,7463
20239,4472
20248,1629
20249,4837
20250,5451
20254,4715
20255,2276
20256,2157
20257,5105
20259,2997
20262,1136
20264,8320
20265,11150
20266,1515
20269,14921
20271,8703
20272,8256
20273,12053
20274,13599
20276,3498
20277,2957
20278,2965
20280,2607
20284,700
20286,8266
20287,507
20288,3998
20289,1136
20290,505
20292,1073
20293,536
20295,514
20296,806
20297,2082
20299,1811
20300,2187
20301,1765
20302,2304
20303,725
20304,531
20305,1436
20306,799
20307,511
20308,3008
20309,2127
20310,2665
20311,1655
20312,3143
20315,10034
20316,1268
20317,1755
20318,5684
20319,2001
20320,6932
20321,2576
20322,2259
20324,3055
20333,2633
20334,4108
20335,1545
20336,8976
20338,7893
20339,2912
20340,4060
20341,1685
20342,1695
20343,2421
20344,3156
20345,4566
20346,8443
20347,4013
20348,5619
20349,9688
20350,4088
20351,3798
20352,6124
20353,4279
20354,4652
20355,5175
20356,17852
20357,5164
20358,8670
20359,3977
20360,5723
20361,3275
20362,7630
20363,2231
20364,705
20365,851
20370,7815
20371,3928
20375,1333
20377,4372
20378,2920
20379,4687
20382,2415
20383,3041
20384,3047
20387,2775
20388,2608
20389,803
20390,1326
20391,1693
20392,3066
20393,4565
20394,1227
20397,4535
20399,3917
20400,924
20401,3036
20402,13302
20403,9934
20404,2806
20405,2014
20408,3574
20409,1714
20410,3802
20411,8876
20415,1407
20416,3881
20418,1536
20419,2132
20420,1642
20422,491
20423,2667
20425,2558
20429,3849
20430,10827
20431,2130
20437,2109
20438,1713
20439,2488
20440,4887
20441,2731
20442,8939
20443,2029
20444,4750
20445,3167
20446,2033
20447,4098
20448,8313
20449,8995
20450,5375
20451,6280
20452,8653
20454,2618
20459,2419
20460,5743
20462,2411
20463,1149
20464,7355
20465,4883
20466,5336
20467,7074
20469,5499
20471,2849
20472,2108
20473,4603
20474,6690
20475,2853
20476,3956
20479,3272
20480,9985
20481,5465
20482,12901
20491,5350
20492,1855
20493,2863
20494,1629
20495,6585
20496,6520
20497,5772
20498,4029
20499,8083
20500,2191
20501,4426
20502,4157
20503,2579
20504,2911
20505,3217
20508,2414
20509,4394
20510,6236
20511,12297
20512,7641
20513,2089
20514,2758
20515,7324
20516,5969
20517,1993
20518,2138
20519,3499
20520,3105
20521,2290
20522,3009
20523,2096
20524,1667
20525,2572
20526,2861
20527,6895
20528,3482
20529,7647
20530,1932
20531,4978
20532,2305
20533,4550
20534,5198
20535,4176
20536,5461
20537,3933
20538,6482
20539,3558
20540,2489
20541,18850
20544,4606
20555,1857
20556,1664
20557,1983
20558,4687
20562,5238
20563,12829
20564,5450
20568,1329
20583,2011
20585,6976
20586,6835
20587,1769
20588,7043
20589,5877
20591,6346
20592,8362
20595,1673
20597,4359
20598,3557
20599,663
20600,813
20602,11115
20603,3377
20604,599
20605,3869
20606,2383
20607,3928
20608,1388
20609,2733
20610,2795
20611,2570
20612,7671
20613,1586
20614,2119
20615,2093
20616,7173
20617,2532
20618,732
20619,2314
20620,3876
20621,2999
20623,5058
20624,6346
20630,760
20637,3545
20638,1121
20639,1230
20641,837
20643,492
20646,2951
20648,2324
20649,2153
20650,4423
20652,6147
20655,648
20656,7308
20657,2045
20658,13976
20660,6938
20661,6854
20662,10861
20663,8145
20664,4037
20665,2729
20666,8451
20667,4435
20668,3904
20669,3338
20670,696
20671,4157
20672,1619
20674,2456
20675,2065
20677,2953
20678,9719
20679,12152
20680,3266
20681,5347
20682,5220
20683,8635
20684,3226
20686,580
20687,8048
20688,5964
20689,13627
20690,3412
20692,2356
20698,4150
20700,2060
20701,1713
20702,1424
20703,1442
20704,1373
20706,1929
20707,1955
20708,2009
20709,1908
20710,1921
20713,6255
20714,1652
20715,3024
207151,5735
207157,1560
20716,2085
207165,13695
20717,2316
207175,1059
207181,10645
207182,3071
20719,3817
20720,3903
207209,3376
207212,10498
207213,2302
207214,7767
207215,4600
207227,16757
20723,3397
20724,2912
20725,3620
207259,6652
20726,2101
207278,6390
20728,1358
20729,4588
20730,422
207304,11601
20731,393
20732,2344
20733,1533
207352,4856
20737,5141
207375,7812
20738,809
20739,8405
207393,5229
20740,8080
20741,12066
20742,14564
207425,8768
20743,8627
20744,18040
20745,8542
20747,3179
207474,4795
207495,2560
20750,1809
20751,1335
207521,5812
20753,790
20754,820
20755,7094
20756,699
207565,12158
20758,681
20759,647
207592,7153
207596,10267
20760,609
207607,5545
20761,651
207615,8154
207618,4032
20762,1019
20763,617
20764,673
20765,639
20766,717
207667,4691
20768,2179
207683,3412
207686,3490
20770,637
207704,2932
20771,778
207728,4958
20773,5015
207740,1386
207742,8519
20775,2748
20776,2740
207777,9888
20778,3594
207781,7494
207785,4126
20779,3995
207798,3625
207806,12676
207818,1251
207819,4594
207839,5839
207854,930
20787,4422
20788,6798
207911,2189
207920,6530
207921,5385
207932,8228
207952,7017
207958,2664
207965,1127
20807,4093
208076,6808
208079,2823
208080,1381
208084,4583
208092,1561
208098,2518
20810,1328
208104,8559
20811,2547
208111,5009
208117,5528
20813,790
208144,4141
208146,9900
20815,2760
208151,8174
208154,3391
208158,3274
208164,1528
208166,2122
208169,4231
20817,8762
208171,2919
208177,6134
20818,3067
208188,4433
208194,4002
208198,3250
20821,2775
208211,1760
208213,5113
20822,8720
208228,2927
20823,2239
208258,1804
20826,1257
208263,4808
208266,11961
208285,1693
208292,10850
20832,920
20833,3048
20834,1236
208366,2736
208372,1404
20840,2515
20841,3097
20842,7805
208426,1579
20843,7771
208431,4739
208439,7045
20844,6668
208440,8388
208449,7013
20845,4007
20846,6598
20847,4902
20848,4760
20849,3726
20850,7274
208501,494
20851,7669
208518,3280
20852,3805
20853,7304
20855,3743
20856,3232
208583,3696
20859,1021
208595,1368
20860,1260
208606,8226
20861,418
208613,717
208618,19612
20862,423
208624,1425
208628,6961
20863,412
208634,2186
208638,1836
208643,5743
208647,7228
208650,10325
208659,3062
20866,5488
208665,2699
208666,2920
20867,2923
208677,2283
20868,5283
20869,3301
208691,4992
20871,1930
208715,8788
208718,5246
20872,3154
208727,4384
20873,7465
20874,7030
208748,6053
208760,1202
208768,3190
20877,1957
208777,6756
20878,1958
208795,3254
208820,1580
208836,5557
208846,7481
208869,10986
20887,1941
20888,3026
208884,3755
208890,2371
208898,9588
20890,1519
208908,3920
20892,909
208922,6530
20893,3113
208936,9699
208943,9068
208967,6150
208968,5288
20897,5361
208982,6661
20899,1778
208990,549
208994,3227
209003,1743
209005,2122
20901,2644
209011,3030
209012,5184
209018,6758
209027,3979
209032,6538
209039,5274
209047,1024
20907,2265
20908,4978
209086,5329
20909,1755
209091,4554
20910,4005
20911,2864
20912,4910
20913,9686
209131,7507
20916,3102
20917,3445
209176,3605
20918,1211
209186,1808
209195,3743
209200,7120
209212,5844
20922,979
209224,3372
209225,5220
209232,2324
209239,2652
20924,6020
20926,6885
209268,5941
20927,5279
20928,8454
209294,2731
20930,1352
20931,1700
209318,2707
20932,2863
20933,4402
209334,3283
20935,5296
209351,974
209354,1938
209357,2664
209361,4938
20937,4136
209378,7928
209380,3091
209387,3757
20939,651
20941,575
209416,3573
20944,601
209446,4573
209448,1668
20945,532
209456,4592
209462,3799
20947,5677
209478,4209
209488,1225
209497,6871
209512,1020
209513,1044
209517,1077
209540,4133
20955,2534
209550,3175
209558,4076
20957,3553
20958,3113
209584,4404
209586,6623
209588,1669
209590,2488
209601,2009
20962,1683
20963,8834
209630,16420
20964,4274
209645,4588
20965,7598
209683,10780
20969,3406
209692,4682
20970,5905
209707,6732
20971,2460
20972,4465
20973,1541
209737,8357
20974,1959
209743,4245
20975,8217
209760,5750
20977,4844
209773,5135
209776,1038
20979,3970
20980,3511
20981,2664
209815,3375
209824,918
20983,3901
209837,2156
209966,2824
20997,2046
210004,3773
210009,3692
210027,3145
210029,2581
210035,7370
210044,4211
210045,3310
210094,2567
210104,3381
210105,4993
210106,6146
210108,4977
210126,26586
210135,3580
210145,2041
210146,6702
210148,2213
210155,882
210162,5725
210172,3352
210198,3168
210274,7133
210293,12901
210297,5015
210321,820
210356,7593
210376,2408
210417,8579
210463,2436
210503,3003
210510,7756
210529,5068
210530,2248
210535,1026
210541,1877
210544,7260
210554,831
210573,4851
210582,2507
210622,4175
210673,5416
210710,3382
210711,4491
210719,3201
210741,1952
210757,7028
210762,1453
210766,6370
210789,7800
210801,9457
210808,3431
210853,2659
210876,2574
210925,7111
210933,9157
210940,4331
210962,2882
210973,4678
210982,6684
210992,1689
210998,5621
211006,2013
211007,3470
211064,3251
211134,1800
211135,2002
211147,2948
211151,639
211187,4439
211208,4070
211223,2568
211228,1273
211232,2906
211253,2575
211255,4528
211286,2565
211305,1485
211323,9001
211329,10933
211347,7365
211378,2638
211383,4356
211389,2349
211401,7747
211429,8486
211446,4596
211468,2086
211472,936
211480,2639
211482,4602
211484,7066
211488,4445
211496,1983
211499,7781
211535,6104
211548,4259
211550,2286
211556,2390
211577,2133
211578,3117
211586,7866
211612,6489
211623,1353
211651,6576
211652,3629
211660,7954
211666,589
211673,10846
211712,8971
211739,3629
211770,5715
211798,3282
211896,1721
211914,5757
211922,6100
211924,3024
211936,3944
211945,6583
211948,3529
211949,4605
211961,11698
211978,13147
211986,5504
212032,3527
212070,3315
212073,5532
212085,3667
212090,885
212108,475
212111,3081
212114,1962
212123,2428
212127,5017
212139,3992
212153,4297
212163,6998
212167,5642
212168,4348
212190,5806
212198,2657
212225,4292
212276,5067
212281,5179
212285,8033
212307,9062
212326,5977
212377,5605
212390,10611
212391,6720
212392,2626
212398,2158
212427,1065
212439,3821
212442,1888
212448,5972
212483,5233
212503,1889
212508,1595
212514,4697
212516,2662
212517,7288
212518,3156
212528,3523
212531,6211
212539,2135
212541,3236
212547,5802
212555,3652
212569,2405
212627,1982
212632,5798
212647,3355
212670,3209
212679,2882
212684,4424
212706,2572
212712,5286
212728,5060
212733,1922
212772,5241
212862,3952
212880,5673
212892,3650
212898,4225
212919,4266
212933,3540
212937,3662
212943,5587
212952,993
212965,2907
212974,3838
212980,3426
212986,6055
212989,2120
212996,5604
212998,2192
212999,5177
213002,541
213006,7442
213011,2910
213012,2683
213019,3697
213027,3323
213043,4776
213053,10913
213054,10076
213056,8912
213068,2931
213081,8245
213084,4442
213109,9647
213119,5134
213121,4465
213171,1149
213208,3137
213211,6009
213233,2073
213234,2539
213236,4267
213262,4765
213272,2101
21331,2123
213311,5209
213326,6249
21333,3022
213332,781
21334,927
21335,3421
213350,1555
21336,6238
21337,2258
21338,3764
213389,5616
21339,3712
213391,8981
213393,2469
21340,2617
213402,6971
213409,7195
21341,5250
213417,4269
21343,3685
213435,3418
213436,2947
213438,3403
213439,10255
213449,3004
21345,1586
213450,1661
213452,8896
21346,1382
213464,4548
213469,4294
213484,3716
21349,4389
213491,3260
213498,7003
213499,5925
21350,1144
21351,1276
213522,3019
213527,2414
21353,5436
213539,1815
21354,7936
213541,4078
21355,2490
213550,4785
213556,8151
21356,2827
21357,2573
213573,1687
213575,1327
213582,6568
213603,2560
213649,3397
21366,7089
21367,12766
213673,3664
213696,1543
21371,503
21372,2302
21374,2755
213742,19914
21375,3976
213753,4079
21376,1565
213760,6202
213765,3731
213773,2850
21378,7979
213783,8487
213788,1746
21379,3465
21380,2283
213819,3760
213827,5164
21384,3567
21385,3562
21386,6450
21387,3257
21388,3941
21389,1863
213895,5129
21390,1919
21391,6872
21393,948
213945,4815
213948,3902
213956,2993
213980,4337
213988,23307
213989,3838
21399,2990
213990,3270
213993,2954
21400,1348
21401,1247
21402,1454
214048,1864
21405,3186
214058,13916
21406,7804
214063,3913
21407,931
21408,4285
214084,3803
21410,2928
214105,2995
214106,1841
21411,7351
214111,5213
214112,3295
21412,1229
21413,9086
214133,11547
214137,5738
21414,5532
21415,2784
214150,8161
214158,1416
21416,11465
214162,17137
21417,8940
21418,4775
214189,1411
21419,9099
214191,2343
21420,3068
21422,5639
21423,3977
214230,4193
214239,5077
214240,10764
21425,3222
214253,4895
214254,2592
21426,4615
21427,1436
21428,2053
21429,7596
214290,8045
214292,1854
214301,604
214305,2605
214308,2037
21432,1393
214321,2496
214345,3139
214359,1874
214384,6605
214403,3070
214424,3074
214425,4252
214444,5780
214459,5330
214469,5258
214489,3023
214498,2678
214505,1773
21452,2164
214523,2430
21453,4761
214531,3244
21454,5302
214547,5745
214552,5975
214568,1303
214572,4712
214575,4011
214579,5647
214580,1212
214585,9262
214593,5579
214597,4673
21460,4836
214601,1928
214604,2665
21462,2900
214627,7816
21463,2196
214639,1373
214642,4898
214663,1964
214669,5547
214685,2546
214704,3651
214742,2250
214763,6178
214764,5338
214766,3374
214779,2408
214791,3401
214804,5495
214812,10990
214854,3328
214855,8342
214895,4286
214897,11808
214899,14392
214901,4442
214917,1095
214922,3685
214931,4244
214932,1908
214944,3172
214951,1543
214952,2808
214968,10181
214987,3005
215001,2536
215008,10073
215015,8857
215028,774
215029,774
215031,2376
215051,3860
215061,1475
215085,4973
215090,2727
215095,2485
215113,10548
215114,13051
215160,4433
215193,5772
215194,2598
215201,3738
215210,1278
215243,2121
215257,1647
215274,538
215280,4688
215303,2453
215332,1863
215335,6297
215351,7010
215378,6710
215384,8958
215387,3805
215418,3223
215436,3483
215445,6182
215446,3452
215449,1937
215456,2744
215472,773
215474,5783
215476,10546
215493,3390
215494,2583
215512,2317
215615,2301
215627,7415
215632,5135
215641,2160
215653,8417
215654,5639
215690,14640
215693,6732
215705,1869
215707,2256
215708,9836
215723,2060
215748,3907
215751,1886
215789,8913
215798,6505
215814,2775
215819,10890
215821,8216
215854,1014
215855,1038
215856,1077
215859,1035
215890,4108
215895,882
215900,1082
215919,1054
215928,7802
215929,2679
215951,2705
215999,4275
216001,7725
216011,2621
216019,3483
216021,3102
216028,5739
216033,3924
216049,5311
216080,1431
216119,4522
216131,8585
216134,5094
216136,5570
216144,3276
216148,3957
216150,1266
216151,3762
216152,5230
216154,4232
216156,4308
216157,3197
216161,8725
216166,2242
216169,2141
216177,2634
216188,7323
216190,2945
216197,2915
216198,3053
216225,5331
216227,4716
216233,7301
216238,8196
216274,8045
216285,2493
216292,2215
216343,2626
216344,1824
216345,7154
