"entrezgene","sample_1","sample_2","sample_3","sample_4"
217715,41,97,31,47
217716,20,46,25,65
217718,367,588,297,1525
217721,9,16,5,25
217732,92,95,86,172
217733,1,0,1,2
217734,92,159,56,38
217737,64,224,70,189
217779,21,41,11,40
217826,0,0,0,0
217827,16,47,29,46
217830,37,32,8,15
217835,31,85,28,78
217837,51,46,19,30
217843,19,14,4,19
217845,10,0,11,0
217847,6,4,0,2
217864,94,163,87,185
217866,134,187,139,146
217869,346,970,427,1611
217874,2,0,0,0
217882,10185,8841,206,2423
217887,11,11,1,5
217893,16565,24430,280,871
217935,47,157,81,379
217944,21,23,14,36
217946,54,81,59,112
217951,5,0,0,8
217980,211,312,198,289
217995,89,185,101,305
218030,5,5,2,2
218035,83,219,114,251
218038,5,15,7,24
218066,1,1,0,3
218100,79,251,139,239
218103,0,1,0,0
218121,29,28,20,35
218138,87,189,65,114
218165,5,4,0,2
218194,577,283,96,101
218203,355,393,181,324
218210,188,333,160,382
218214,50,88,44,45
218215,4,12,7,3
218232,128,109,81,193
218236,959,1141,565,1318
218268,4,2,0,0
218271,6,25,11,7
218275,3,0,0,1
218294,309,290,175,299
218311,16,27,14,12
218314,19,55,22,46
218333,365,699,387,651
218335,98,156,89,139
218341,29,30,14,43
218343,92,245,155,205
218397,206,326,147,387
218440,0,2,0,0
218441,83,229,150,323
218442,50,69,28,56
218454,351,324,184,291
218460,68,107,54,161
218461,35,36,20,37
218476,3,3,5,6
218490,216,610,260,442
218503,171,253,160,372
218506,68,62,27,72
218518,2,6,0,0
218543,4779,8355,395,1478
218544,47,104,43,234
218581,8,12,10,42
218613,124,211,116,159
218624,1,1,0,5
218629,80,177,86,277
218630,19,19,5,3
218639,46,90,65,54
218693,43,147,68,162
218699,89,93,60,72
218734,18,82,32,68
218739,1,0,0,0
218756,69,192,93,113
218763,8,10,3,10
218772,13,29,27,48
218793,26,54,22,33
218811,158,522,246,306
218820,139,108,41,162
218832,59,120,73,134
218850,560,1065,495,938
218865,36,51,37,18
218877,10,1,5,2
218885,40,60,32,43
218914,192,520,277,634
218921,20,18,0,3
218952,287,441,233,364
218973,73,215,65,212
218975,13100,28577,424,926
218977,236,336,144,190
218989,86,147,73,177
219019,1,0,0,0
219022,490,1553,857,204
219024,376,356,139,259
219026,3,0,0,1
219033,0,1,56,0
219038,4,0,0,1
219072,39,30,19,67
219094,116,229,123,194
219103,56,72,66,256
219105,547,1319,413,901
219114,181,235,114,224
219131,8,2,0,14
219132,21,25,6,12
219134,38,21,19,49
219135,76,148,46,170
219140,261,192,37,138
219144,2,5,2,0
219148,13,25,8,25
219149,12,32,21,37
219150,207,204,143,240
219151,160,131,59,179
219158,90,111,57,112
219170,0,0,0,0
219181,302,637,360,678
219189,73,154,86,234
219228,250,183,110,268
219249,166,308,160,328
219257,12,6,6,4
223227,2,3,0,4
223254,461,599,276,595
223255,256,198,103,331
223262,5,0,0,6
223267,10,20,11,9
223272,6,13,5,24
223332,256,348,140,266
223337,8,1,0,0
223433,17,36,20,28
223435,749,1631,871,1447
223453,159,185,87,165
223455,220,630,309,370
223473,19,37,28,41
223499,32,124,41,106
223513,7,0,0,2
223527,74,452,166,557
223593,195,323,195,530
223601,89,155,57,155
223604,2,0,0,0
223626,0,1,0,0
223642,29,40,31,34
223646,4,25,13,8
223648,10,15,3,27
223649,240,322,189,251
223658,291,402,178,228
223664,26,68,18,52
223665,19,19,5,26
223666,91,180,63,107
223669,19,49,32,63
223672,2,0,0,0
223690,18,48,10,72
223691,189,376,207,278
223693,214,209,133,146
223696,70,201,93,216
223697,96,312,162,616
223701,79,117,50,181
223706,8,4,2,5
223722,115,56,30,73
223723,133,162,70,125
223726,17,25,11,16
223732,74,79,34,58
223739,106,138,72,96
223752,86,76,29,87
223753,46,49,15,45
223754,13,37,16,32
223770,165,372,165,387
223773,86,134,65,133
223774,38,54,21,46
223775,13,32,6,19
223776,27,67,22,62
223780,0,0,0,0
223809,27,0,0,0
223825,15,7,0,39
223827,506,586,252,930
223828,284,505,268,493
223838,93,218,144,282
223843,0,0,0,1
223864,17,13,8,45
223870,235,389,219,323
223881,122,202,79,92
223915,0,0,0,0
223917,0,0,0,2
223918,21,36,9,7
223920,184,209,103,149
223921,63,78,51,109
223922,204,219,114,197
223927,0,0,0,1
223970,929,1166,358,598
223978,100,135,75,158
223989,435,636,332,862
224008,69,175,82,117
224014,63,56,22,47
224019,0,2,2,32
224020,189,340,137,258
224022,13,2,3,6
224023,268,369,172,365
224024,60,109,43,60
224044,4,0,0,0
224045,64,166,51,140
224055,0,0,1,6
224065,1,0,0,0
224079,30,0,2,1
224088,280,542,303,487
224090,53,50,43,151
224092,40,115,62,102
224093,27,33,23,43
224105,238,299,113,220
224109,432,428,29,88
224111,320,812,402,531
224116,28,0,0,5
224129,29,19,15,40
224132,115,130,57,102
224139,355,734,461,1820
224143,94,197,93,274
224170,231,416,177,501
224171,63,87,81,253
224224,18,18,4,21
224247,0,0,0,0
224250,143,244,128,162
224273,149,203,167,349
224291,0,3,0,11
224318,1,0,0,1
224344,410,573,248,232
224405,54,31,23,31
224419,30,6,6,9
224432,185,340,188,330
224440,12,30,9,27
224454,25,15,12,23
224480,5,1,0,1
224481,22,36,27,76
224530,470,795,460,1801
224552,6,0,0,0
224572,1,0,0,1
224576,9,1,0,0
224582,1,0,0,0
224585,89,206,65,182
224598,26,55,18,38
224613,79,81,27,117
224617,1397,1499,532,522
224619,51,136,81,60
224624,61,56,22,69
224630,33,43,27,50
224640,81,103,31,49
224647,230,428,130,480
224648,159,196,94,169
224650,55,65,32,38
224656,56,101,46,51
224671,70,78,41,36
224674,12,6,9,4
224691,5,12,11,13
224694,54,154,77,254
224697,239,797,359,1091
224703,55,100,45,58
224705,62,106,33,86
224727,155,330,181,267
224742,101,211,113,328
224753,0,0,0,0
224754,1,0,0,0
224756,0,0,0,0
224761,1,0,0,1
224762,5,0,1,1
224792,318,171,67,320
224794,32,78,20,18
224796,4962,4974,51,411
224805,18,29,23,41
224807,44,96,53,75
224813,13,4,3,14
224814,20,37,24,54
224823,29,46,33,13
224824,35,88,34,48
224826,235,384,204,446
224829,104,191,58,244
224833,2,16,3,29
224836,71,112,83,106
224840,1,0,0,19
224860,36,39,25,44
224893,302,312,89,91
224897,96,86,37,89
224902,116,267,140,380
224903,133,295,163,589
224904,21,78,19,26
224907,34,62,60,38
224912,0,0,1,0
224916,7,1,0,0
224938,267,499,265,477
224997,21,45,28,65
225004,6,0,0,0
225010,138,202,103,258
225020,40,115,58,115
225027,179,779,407,639
225028,189,466,184,337
225030,4,2,1,12
225049,15,30,9,15
225055,320,648,372,624
225058,0,1,1,0
225115,233,350,234,178
225131,513,820,334,1845
225152,6,0,0,2
225160,137,243,117,340
225164,156,332,159,205
225182,44,103,53,271
225187,30,56,22,48
225192,6,0,0,0
225207,1278,1409,823,1711
225215,100,188,82,101
225256,8,5,0,3
225266,6,5,3,45
225280,39,56,24,93
225283,143,177,98,272
225288,14,37,7,36
225289,87,139,82,210
225326,62,107,71,176
225339,181,208,129,317
225341,2,3,1,2
225348,66,88,44,55
225358,64,182,92,217
225362,3,5,4,1
225363,196,293,140,268
225372,18,58,42,55
225392,3,7,2,1
225432,182,364,189,554
225443,0,0,0,0
225467,54,129,84,120
225471,5,11,4,29
225497,2,0,0,0
225518,5,2,1,6
225523,82,201,96,273
225579,12,17,9,9
225583,22,7,4,17
225594,5428,1871,424,2993
225600,73,39,9,13
225608,30,30,17,5
225631,105,43,13,25
225638,11,0,1,11
225642,3,0,0,0
225644,1,0,0,1
225651,19,24,25,31
225655,4439,18275,135,71
225659,26,103,30,52
225724,15,2,1,5
225742,0,1,0,2
225743,28,30,8,52
225745,23,64,41,106
225791,22,31,19,32
225825,33,11,1,3
225845,14,10,10,14
225849,24,21,12,7
225861,18,22,17,28
225865,10,0,0,4
225870,117,190,66,176
225872,8,1,2,12
225875,37,66,18,42
225876,510,815,391,614
225884,7,0,2,1
225887,30,86,48,98
225888,410,788,444,600
225895,23,23,15,23
225896,54,170,51,102
225898,26,75,43,62
225908,29,31,8,30
225912,26,38,19,25
225913,19,57,26,31
225922,7,0,0,1
225923,1,0,0,0
225929,163,289,99,249
225994,510,753,280,473
225995,32,70,33,48
225997,23,5,0,14
225998,14,14,2,14
226016,34,105,39,165
226025,3617,1002,321,1843
226026,80,253,130,450
226040,25560,57787,317,2299
226041,10469,40702,947,3238
226043,13,32,27,59
226049,3,6,3,6
226075,22,22,10,45
226089,287,566,309,714
226090,125,202,102,187
226098,87,87,58,86
226101,92,103,57,139
226105,3,0,0,0
226115,3,0,0,0
226122,7,19,3,4
226123,46,72,40,117
226139,100,190,69,143
226143,0,0,0,2
226144,45,128,56,112
226151,10268,17129,361,1252
226153,131,235,106,130
226154,56,96,23,57
226162,13,58,21,36
226169,129,188,104,134
226178,12429,27318,118,689
226180,2,0,0,0
226182,68,132,51,342
226243,3,0,4,12
226245,5,6,1,5
226250,51,32,23,102
226251,100,118,43,93
226252,107,218,104,187
226255,337,523,268,720
226265,4,1,0,0
226278,0,0,0,0
226304,6,0,0,2
226351,30,54,31,43
226352,80,118,68,70
226356,8,1,3,3
226359,0,0,0,2
226407,43,117,50,138
226409,42,62,48,73
226412,353,609,274,837
226413,4,0,4,30
226414,58,166,89,76
226418,19,45,27,28
226419,13,5,1,1
226421,7,0,6,3
226422,32,27,17,35
226432,383,541,276,932
226438,55,12,2,7
226442,111,123,69,203
226470,119,222,162,202
226499,91,193,92,260
226517,280,352,174,417
226518,234,169,14,88
226519,470,490,351,409
226525,6821,8692,125,649
226527,1,7,6,0
226539,46,65,33,37
226541,135,284,140,340
226548,50,61,22,72
226551,236,617,290,582
226562,2484,3796,1879,8296
226564,8,0,2,2
226565,2,0,0,1
226591,68,257,90,237
226594,34,30,23,34
226601,1,0,0,0
226604,11,0,0,3
226610,243,182,9,102
226641,89,203,95,198
226646,141,410,149,343
226652,48,63,9,39
226654,1,5,6,2
226695,4,2,0,12
226744,39,113,48,108
226747,209,508,261,491
226751,390,738,395,965
226757,10761,10378,495,3570
226777,16,27,22,72
226778,100,141,97,124
226781,38,22,10,26
226791,11,88,31,32
226823,95,202,86,144
226830,77,145,87,130
226841,205,205,122,238
226844,27,59,21,43
226849,200,250,128,184
226856,174,360,188,185
226861,20,37,7,20
226866,55,53,49,46
226896,4,2,0,84
226922,10,33,6,8
226970,11,34,10,2
226971,4,20,21,40
226976,83,189,84,242
226977,110,251,93,99
226982,285,809,356,2504
226999,6,3,0,5
227058,109,97,55,127
227059,326,443,199,612
227094,20,66,38,109
227095,32,64,38,91
227099,23,39,32,49
227102,27,29,20,35
227120,10356,3435,408,194
227154,57,63,44,40
227157,21,13,2,6
227195,2054,1160,387,619
227197,118,235,113,272
227210,82,125,79,143
227231,8,3,4,1
227288,0,0,0,13
227289,0,0,0,0
227290,41,93,30,24
227292,256,275,114,470
227298,96,85,30,71
227325,14,2,1,0
227326,15,2,1,2
227327,8,16,4,2
227331,188,466,286,414
227333,136,230,132,151
227334,196,417,218,503
227357,3,3,2,0
227358,11,17,10,5
227377,96,173,79,95
227394,0,1,4,0
227399,117,308,170,289
227446,156,176,99,268
227449,120,162,64,138
227485,4,3,0,3
227522,12,27,13,21
227525,447,792,269,708
227526,235,382,134,149
227541,146,98,18,74
227545,16,1,3,8
227580,28,16,7,8
227606,0,0,0,0
227612,216,310,119,276
227613,741,856,237,1599
227615,12,9,7,3
227618,0,0,16,0
227619,102,124,73,80
227620,15,53,18,24
227622,12,12,8,10
227624,126,249,130,189
227627,0,1,0,0
227630,0,0,0,0
227631,0,0,0,2
227632,45,3,3,22
227634,210,246,148,343
227638,36,98,68,40
227644,64,137,52,148
227648,433,675,320,522
227656,73,119,62,218
227659,9,3,3,3
227671,0,0,1,0
227674,16,25,27,17
227682,151,346,62,199
227683,44,53,25,51
227693,74,135,74,122
227695,69,77,31,83
227696,23,30,11,27
227697,15,11,11,22
227699,177,235,166,189
227700,29,54,31,47
227707,16,76,39,92
227715,312,574,146,522
227717,11,3,2,2
227720,236,358,164,359
227721,2,11,5,17
227723,846,1201,602,1283
227731,25,44,15,43
227733,0,4,1,9
227736,10,4,6,1
227737,64,89,41,78
227738,83,64,34,107
227743,264,350,187,505
227746,33,58,7,34
227753,181,134,78,183
227789,3,1,0,0
227800,261,611,290,508
227801,80,142,61,137
227835,1048,1003,456,1013
227867,122,253,140,389
227929,273,95,13,112
227933,15,21,9,20
227937,211,462,178,846
227960,33,20,5,18
227998,5,0,0,2
228003,597,1330,697,473
228005,252,584,238,3078
228012,267,505,285,576
228019,37,123,44,174
228026,96,286,114,248
228033,549,676,150,650
228061,332,592,290,440
228071,95,161,74,215
228094,52,34,12,33
228136,203,279,141,224
228139,27,11,7,11
228140,42,116,72,74
228151,8,11,1,2
228228,0,0,0,0
228355,1991,986,45,719
228356,143,220,135,150
228357,69,85,47,66
228359,264,239,100,220
228361,155,295,131,464
228366,6,15,8,5
228368,17,35,25,21
228410,4887,8709,130,403
228413,28,19,11,6
228421,34,84,84,141
228432,8,0,3,1
228443,4,0,0,3
228482,173,251,157,233
228491,55,84,71,181
228536,37,35,11,7
228543,3,4,2,36
228545,14,51,22,66
228550,1,0,0,1
228564,26,27,2,18
228576,19,5,2,5
228592,8,10,0,13
228598,41,42,30,40
228602,378,730,322,547
228607,97,65,22,48
228608,12,34,9,32
228662,178,169,112,183
228677,1,3,1,1
228684,0,0,0,1
228714,90,128,59,103
228715,10,15,9,26
228730,51,99,93,210
228731,0,0,0,0
228756,9,0,1,4
228765,11,2,2,1
228769,127,195,98,179
228770,3,5,2,0
228775,1,1,0,5
228777,11,3,2,10
228778,6,16,1,4
228785,0,0,0,4
228787,3,1,0,7
228788,4,15,3,16
228790,337,337,193,400
228796,24,0,0,21
228801,5,0,0,4
228802,0,0,0,6
228807,12,17,9,36
228812,59,157,50,207
228829,108,246,143,328
228836,129,168,87,178
228839,71,97,29,131
228846,27,19,5,34
228850,239,437,212,571
228852,4230,11493,1319,1108
228858,2,0,0,19
228859,19,21,8,4
228866,52,79,42,50
228869,66,155,86,135
228875,28,58,27,8
228876,140,203,91,223
228880,128,206,134,297
228889,41,85,47,107
228911,109,178,79,350
228913,101,115,53,148
228942,5,17,2,4
228960,210,309,143,357
228961,17,99,47,38
228966,7,2,0,0
228980,45,80,57,61
228983,45,137,47,96
228993,13,1,2,10
228994,238,304,151,379
228998,92,172,95,154
229003,51,42,25,51
229004,41,70,37,65
229007,1,30,12,3
229011,16,17,7,2
229055,122,175,74,107
229096,350,584,246,557
229211,614,460,213,327
229214,6,0,0,4
229227,504,785,434,908
229228,22,21,10,46
229277,0,0,0,1
229279,2006,4008,1630,8318
229285,235,398,162,268
229302,0,0,1,0
229317,148,375,196,700
229320,25,15,5,4
229323,12,19,20,33
229333,6,7,1,0
229357,26,20,12,30
229363,122,407,155,504
229389,0,0,0,0
229445,52,49,31,49
229473,309,550,222,610
229474,8,0,6,6
229487,19,42,10,42
229488,24,7,4,10
229499,4,0,1,2
229503,146,239,123,275
229504,110,142,86,135
229512,58,104,47,64
229517,65,93,42,85
229521,830,989,353,279
229524,40,73,36,58
229534,69,126,34,136
229541,33,75,29,65
229542,287,476,225,576
229543,223,265,123,190
229550,0,0,0,0
229562,0,0,0,0
229571,31,6,0,5
229574,47,0,0,0
229584,518,922,401,1301
229588,0,3,2,0
229589,38,64,14,36
229593,90,200,116,173
229595,14,11,10,20
229599,10,14,6,8
229600,16,77,21,34
229603,948,1759,617,820
229615,43,61,50,48
229644,47,33,13,160
229658,21,40,15,12
229663,378,1543,775,2347
229665,12,2,1,4
229672,16,10,4,9
229675,126,269,132,252
229681,43,85,52,58
229688,0,0,0,0
229697,0,0,0,9
229699,27,73,37,59
229700,35,81,48,96
229706,1184,3093,37,225
229707,127,175,81,156
229709,228,628,213,397
229714,0,8,3,2
229715,38,17,24,34
229722,12,0,95,3
229725,68,111,73,119
229731,174,303,121,226
229759,8,3,1,0
229776,49,74,36,27
229780,32,134,61,163
229782,50,132,89,87
229791,733,371,174,83
229801,24,41,22,36
229841,245,434,290,2655
229862,0,0,0,0
229877,217,277,143,263
229898,8,1,0,0
229900,30,37,20,16
229905,6,46,24,54
229906,51,118,38,89
229927,10,0,32,0
229933,2,3,0,11
229937,57,200,95,242
229949,9,15,5,13
230025,4,3,0,0
230027,10,66,17,36
230073,43,70,40,81
230075,99,123,27,180
230082,87,134,56,60
230085,30,51,18,18
230088,100,138,46,235
230098,13,27,20,13
230099,11,34,12,34
230101,61,89,29,73
230103,64,123,59,156
230119,47,30,30,66
230125,1139,2353,946,1221
230126,19,12,4,13
230145,15,13,15,7
230157,81,203,101,148
230161,265,176,75,152
230162,27,54,18,30
230163,1,6,5,1
230233,188,322,167,301
230234,189,202,95,351
230235,22,50,29,56
230249,229,635,333,747
230257,276,678,316,733
230259,63,66,36,60
230279,69,64,27,122
230316,94,83,45,64
230376,34,113,71,154
230379,23,12,9,23
230393,125,292,126,295
230396,0,0,0,4
230398,0,0,0,0
230405,0,0,0,0
230459,17,9,5,1
230484,119,310,150,274
230500,31,83,28,54
230514,77,186,85,109
230558,8,1,0,11
230576,3,4,2,1
230577,20,20,10,14
230579,3,4,2,1
230582,30,13,9,48
230584,16,49,19,32
230587,48,7,33,35
230590,8,0,0,4
230594,292,566,326,848
230596,38,153,70,146
230597,10,29,14,11
230598,391,689,400,1076
230603,43,15,25,10
230612,10,2,1,0
230613,4,0,0,1
230622,2,1,0,1
230623,1,0,0,2
230639,23,1,0,1
230648,245,357,149,423
230649,75,118,66,121
230654,80,175,86,105
230657,1296,2101,785,1714
230661,35,64,40,73
230673,108,169,90,194
230674,79,118,59,208
230676,108,201,99,328
230678,1,1,1,0
230696,28,25,18,31
230700,1173,779,166,903
230709,65,142,54,87
230718,0,0,0,0
230721,187,187,113,152
230726,34,37,12,26
230734,30,50,15,36
230735,0,0,0,0
230737,84,156,113,314
230738,30,57,21,20
230751,11,31,13,17
230752,63,48,30,46
230753,255,679,336,735
230757,511,260,86,479
230761,153,173,69,196
230766,5,4,0,4
230767,16,26,10,9
230770,34,38,24,71
230775,51,101,55,71
230777,7,3,0,0
230779,83,136,64,136
230784,17,22,7,11
230787,29,21,3,2
230789,65,84,37,107
230793,45,115,41,64
230796,60,56,22,60
230801,166,244,112,100
230806,6,3,1,10
230809,37,95,54,93
230810,4,1,1,1
230815,203,117,32,130
230822,2,2,0,0
230824,10,8,0,13
230828,9,0,3,7
230837,79,109,56,74
230848,49,49,33,60
230857,5277,18881,369,1206
230861,311,675,357,773
230863,4,4,2,3
230866,1524,2938,1180,833
230868,0,0,0,4
230872,21,24,13,59
230883,6,1,0,0
230890,5,0,0,0
230895,276,367,210,256
230899,3,2,2,0
230903,5,17,1,58
230904,3,1,0,6
230908,605,1580,757,2732
230909,2,0,0,0
230917,193,163,77,125
230935,108,147,62,173
230936,121,122,67,62
230959,5,3,3,1
230967,41,62,45,47
230971,191,352,131,164
230972,13,7,4,8
230979,1,6,2,5
230991,94,74,13,79
230996,20,93,58,114
231002,15,27,26,12
231003,57,147,82,156
231014,14,11,2,11
231042,56,75,29,97
231044,0,0,0,0
231045,15,1,0,8
231050,78,125,54,62
231051,961,1328,727,1835
231070,43,104,65,111
231086,83,216,87,250
231093,313,602,292,568
231098,6,0,0,3
231103,2,0,1,5
231123,26,86,44,110
231125,12,1,0,26
231128,389,661,401,1848
231130,33,24,15,40
231134,18,7,1,14
231147,3,20,5,12
231148,17,6,0,2
231151,63,48,21,38
231162,0,0,1,2
231201,26,9,1,1
231207,25,54,8,30
231214,86,153,105,306
231225,84,162,99,225
231238,11,1,8,1
231252,0,0,0,0
231279,89,305,193,469
231287,130,271,149,283
231290,0,0,0,4
231293,2,1,0,0
231296,3,0,1,1
231326,33,73,24,60
231327,32,136,85,153
231329,130,294,163,350
231380,219,596,179,472
231382,0,1,0,0
231386,166,363,202,516
231396,6,0,0,0
231413,207,294,139,314
231430,15,21,22,32
231440,31,23,11,47
231452,115,218,103,324
231464,134,137,82,150
231470,259,289,147,156
231474,46,34,17,22
231503,4,1,0,19
231506,87,68,46,160
231507,5,1,11,0
231510,0,0,1,0
231532,134,74,75,153
231549,24,26,16,53
231570,42,56,33,131
231571,18,52,23,79
231580,173,234,140,372
231583,13,16,5,30
231589,8,0,0,1
231591,4,0,0,19
231600,57,108,49,72
231602,0,6,0,9
231605,11,3,0,1
231630,21,26,18,30
231633,67,160,66,99
231637,31,37,23,38
231642,4,3,6,3
231646,407,396,199,230
231655,7,3,0,13
231659,129,179,139,169
231668,54,73,44,47
231670,116,135,47,106
231672,138,152,83,65
231691,3,0,0,3
231699,1,0,0,4
231712,76,199,121,109
231713,60,78,46,92
231717,10,19,6,46
231724,96,112,48,95
231727,32,50,12,15
231760,41,10,0,19
231769,150,285,182,391
231798,0,0,0,0
231801,6,11,12,14
231803,51,67,37,51
231805,105,158,78,171
231807,9,36,20,33
231821,7,1,1,5
231830,17,25,11,21
231832,2,1,3,4
231834,28,59,37,23
231841,24,35,23,38
231842,4,10,4,17
231855,276,338,146,214
231858,12,14,5,28
231861,175,215,159,387
231863,26,27,13,85
231866,485,570,255,380
231868,55,38,15,42
231871,12,56,21,17
231872,68,90,35,36
231874,100,142,55,140
231876,77,128,65,99
231885,1,0,0,1
231887,89,202,77,432
231889,43,125,61,156
231903,0,0,0,0
231912,321,296,84,174
231915,159,228,126,251
231931,39,22,20,41
231932,11,1,0,2
231946,8,17,12,13
231986,83,136,59,119
231991,480,234,51,176
231997,82,192,98,161
231999,94,200,94,157
232016,6,1,1,1
232023,73,151,77,234
232035,37,25,5,16
232077,0,0,0,0
232078,2,8,3,6
232086,76,85,50,46
232087,385,790,491,976
232089,19,40,8,62
232146,4,15,3,17
232156,17,5,5,41
232157,26,54,30,10
232164,73,241,72,315
232174,350,723,296,312
232187,46,84,32,51
232196,37,28,20,36
232201,24,40,10,20
232210,28,57,35,33
232223,17,30,9,19
232227,529,445,160,383
232232,34,56,21,29
232236,42,102,43,115
232237,59,69,32,53
232286,89,205,113,266
232288,77,62,51,88
232313,93,60,40,88
232314,238,750,270,898
232333,16,0,1,3
232334,18,73,32,47
232337,57,107,37,172
232339,49,185,100,205
232341,1924,2136,1020,2971
232345,84,117,54,34
232358,1,0,0,0
232367,9,0,0,2
232370,15,25,4,4
232371,7,11,5,8
232400,4,2,1,9
232408,3,1,0,1
232409,4,2,0,4
232413,4,8,2,2
232414,9,4,0,12
232415,0,1,0,0
232426,0,0,0,0
232430,0,17,15,19
232431,3,0,3,0
232440,9,32,14,39
232441,96,136,70,97
232449,13,25,23,27
232491,82,110,59,101
232493,13,0,0,11
232533,42,68,49,74
232536,54,85,29,116
232539,149,191,113,202
232560,26,58,36,50
232566,38,46,20,49
232585,5,3,0,16
232664,50,82,42,111
232670,2,2,1,22
232679,17,59,27,61
232680,12,6,5,5
232714,40,13,18,17
232717,0,0,0,2
232748,22,70,20,79
232784,22,28,37,40
232790,0,0,0,0
232791,113,303,154,325
232798,172,593,273,727
232801,2,0,0,0
232807,56,146,56,258
232811,32,62,31,81
232813,20,5,0,22
232816,11,34,14,13
232821,26,85,38,26
232827,23,0,0,1
232836,1,0,0,0
232853,9,23,8,25
232854,41,31,24,57
232855,49,106,58,172
232875,25,65,18,60
232878,41,91,52,153
232879,38,36,20,34
232889,17,3,2,3
232906,772,890,354,1470
232910,41,69,32,73
232925,0,1,0,0
232933,24,16,8,28
232934,16,21,6,7
232941,0,0,0,0
232943,6,7,5,4
232944,10,26,10,9
232946,206,346,146,205
232947,29,36,21,34
232959,0,1,0,0
232962,5,0,0,0
232966,18,38,16,57
232969,22,28,8,15
232970,2,2,1,3
232972,3,2,2,2
232973,2,0,0,1
232975,17,6,0,20
232976,70,115,54,108
232983,10,0,1,20
232984,38,34,9,16
232987,6,27,8,9
232989,185,418,185,1095
233001,4,2,0,0
233005,2,0,0,0
233011,30,41,16,28
233016,17,55,14,21
233020,12,29,8,16
233033,139,262,127,215
233038,2,5,0,14
233040,0,8,1,6
233046,19,27,12,27
233056,74,74,71,118
233057,34,48,23,90
233058,22,57,39,72
233060,35,49,25,33
233064,16,20,17,51
233065,11,57,21,40
233066,9,21,18,13
233067,35,31,14,14
233071,44,61,44,89
233073,0,0,0,0
233079,723,379,180,3
233080,4,0,0,0
233081,0,0,0,0
233090,0,0,0,0
233099,0,0,0,0
233103,235,206,102,141
233107,219,175,64,73
233115,192,193,117,111
233164,21,7,0,9
233168,36,80,22,69
233186,2,0,0,9
233187,0,0,0,2
233189,34,39,7,28
233199,17,1,1,19
233204,33,54,23,21
233208,37,75,42,45
233210,115,179,79,186
233221,0,0,0,0
233222,10,0,0,1
233230,4,0,0,0
233231,25,40,17,21
233246,8,1,4,6
233271,5,1,2,3
233274,277,167,56,21
233276,67,197,74,208
233280,31,54,14,73
233315,51,86,42,58
233328,42,53,22,84
233332,461,216,103,432
233335,52,63,35,107
233405,1343,670,104,634
233406,217,312,175,365
233410,136,225,107,212
233424,24,30,7,25
233437,1,0,0,0
233445,0,0,0,2
233489,451,971,516,837
233490,130,187,136,129
233529,46,72,2,66
233532,11563,21759,395,1295
233537,14,0,0,4
233545,276,382,178,813
233549,4,2,0,29
233552,19,9,10,17
233571,9,25,8,10
233575,11,19,16,26
233578,1,0,0,2
233649,0,0,0,0
233651,490,601,362,487
233670,0,1,0,0
233724,52,85,64,138
233726,126,278,154,251
233733,3,21,13,32
233744,179,172,73,315
233752,3,3,2,2
233765,12,28,5,45
233781,9,5,7,11
233789,605,1070,599,1329
233799,627,420,36,131
233801,8,3,0,0
233802,49,249,78,221
233805,86,121,64,105
233806,26,20,12,42
233810,1,1,0,1
233812,60,135,59,119
233813,14,11,2,5
233824,7824,2457,217,240
233826,24,37,20,28
233833,351,559,308,748
233836,14,0,0,3
233863,223,407,248,655
233865,57,78,25,47
233870,127,176,70,164
233871,269,568,262,725
233875,68,76,33,53
233876,108,127,72,418
233877,14,17,8,7
233878,20,7,1,7
233879,12,3,3,4
233887,192,231,109,152
233890,57,60,15,94
233893,64,64,20,31
233895,103,156,83,97
233899,44,87,35,75
233900,77,115,74,67
233902,46,140,25,96
233904,133,239,96,189
233905,61,86,54,104
233908,625,1237,611,2167
233912,26,30,20,29
233913,53,110,45,73
233918,0,0,0,4
233919,11,0,0,1
233977,311,469,223,588
233979,24,42,32,36
233987,28,44,36,61
234023,138,480,249,330
234069,29,79,38,59
234072,2,0,0,0
234076,245,414,143,314
234086,56,50,30,44
234094,157,171,90,102
234129,12,3,1,1
234130,2,1,0,1
234135,770,981,438,1181
234138,607,1034,470,617
234155,7,8,3,2
234199,2,0,0,1
234214,63,21,10,37
234219,0,0,2,0
234258,45,97,41,274
234267,12,39,9,9
234290,5,0,1,10
234309,21,59,36,75
234311,33,4,11,7
234329,2,0,0,0
234344,59,101,31,35
234353,1768,1281,568,2104
234356,18,39,18,26
234358,62,102,45,97
234362,146,227,80,218
234366,131,317,158,219
234371,36,119,64,87
234373,81,190,58,196
234374,16,47,38,40
234378,46,50,24,30
234384,7,21,6,15
234388,12,69,11,23
234395,27,24,13,22
234396,6642,9412,128,616
234404,0,0,0,0
234407,160,286,130,121
234413,37,83,64,106
234421,4,0,0,0
234463,117,122,63,176
234515,58,72,46,105
234542,20,6,0,18
234549,89,219,87,150
234564,6,0,1,0
234577,8,17,12,9
234582,67,86,37,40
234593,67,97,26,62
234594,845,1542,815,2196
234595,11,26,12,21
234663,153,435,232,543
234664,57,118,82,153
234669,7,0,0,5
234671,4,0,0,0
234673,5,6,0,14
234677,0,0,1,2
234678,162,181,80,157
234683,5,41,23,14
234684,16,38,28,25
234686,197,211,43,287
234695,9,0,3,1
234699,105,167,70,61
